doc_id,doc_url,doc_url_serverless,previous_version_doc_url,description
docs-termvectors,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-termvectors,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-termvectors,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-termvectors.html,About term vector information
docs-update-by-query,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-update-by-query,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-update-by-query,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-update-by-query.html,More about updating documents
docs-update-by-query-rethrottle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-update-by-query-rethrottle,,,About throttling an update by
docs-update,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-update,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-update,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-update.html,More about updating a document
document-input-parameters,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-mlt-query#_document_input_parameters,[use-doc-url],,More about more_like_this query
docvalue-fields,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/retrieve-selected-fields#docvalue-fields,[use-doc-url],,About retrieving selected fields
dot-expand-processor,https://www.elastic.co/docs/reference/enrich-processor/dot-expand-processor,[use-doc-url],,About the dot expander processor
drop-processor,https://www.elastic.co/docs/reference/enrich-processor/drop-processor,[use-doc-url],,More about the drop processor
eland-import,https://www.elastic.co/docs/explore-analyze/machine-learning/nlp/ml-nlp-import-model#ml-nlp-import-script,[use-doc-url],,About importing a trained model
enrich-processor,https://www.elastic.co/docs/reference/enrich-processor/enrich-processor,[use-doc-url],,More about the enrich processor
enrich-stats-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-enrich-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/enrich-stats-api.html,Learn more about enrich stats
eql-async-search-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-eql-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-eql-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-async-eql-search-api.html,About async EQL search results
eql-async-search-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-eql-delete,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-eql-delete,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-async-eql-search-api.html,About deleting an async EQL
eql-async-search-status-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-eql-get-status,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-eql-get-status,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-async-eql-status-api.html,More about the async EQL status
eql-basic-syntax,https://www.elastic.co/docs/reference/query-languages/eql/eql-syntax#eql-basic-syntax,[use-doc-url],,More about EQL syntax reference
eql-search-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-eql-search,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-eql-search,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/eql-search-api.html,More about EQL search results
eql-sequences,https://www.elastic.co/docs/reference/query-languages/eql/eql-syntax#eql-sequences,[use-doc-url],,More about EQL syntax reference
eql-missing-events,https://www.elastic.co/docs/reference/query-languages/eql/eql-syntax#eql-missing-events,[use-doc-url],,More about EQL syntax reference
eql-syntax,https://www.elastic.co/docs/reference/query-languages/eql/eql-syntax,[use-doc-url],,More about EQL syntax reference
eql,https://www.elastic.co/docs/explore-analyze/query-filter/languages/eql,[use-doc-url],,Learn more about EQL
esql,https://www.elastic.co/docs/explore-analyze/query-filter/languages/esql,[use-doc-url],,More about ES|QL reference
esql-async-query,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-async-query,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/esql-async-query-api.html,About running an async ES|QL
esql-async-query-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-async-query-delete,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/esql-async-query-delete-api.html,About deleting an async ES|QL
esql-async-query-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-async-query-get,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/esql-async-query-get-api.html,About async ES|QL query results
esql-async-query-stop,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-async-query-stop,,,About stopping async ES|QL query
esql-query,https://www.elastic.co/docs/explore-analyze/query-filter/languages/esql-rest,[use-doc-url],,About using the ES|QL rest API
esql-query-params,https://www.elastic.co/docs/explore-analyze/query-filter/languages/esql-rest#esql-rest-params,[use-doc-url],,About using the ES|QL rest API
esql-returning-localized-results,https://www.elastic.co/docs/explore-analyze/query-filter/languages/esql-rest#esql-locale-param,[use-doc-url],,About using the ES|QL rest API
esql-timezones,https://www.elastic.co/docs/explore-analyze/query-filter/languages/esql-rest#esql-timezones,[use-doc-url],,About using the ES|QL rest API
esql-get-query,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-get-query,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-esql-get-query,,About a specific running ES|QL
esql-list-queries,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-esql-list-queries,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-esql-list-queries,,More about running ES|QL queries
esql-get-view,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
esql-put-view,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
esql-delete-view,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
evaluate-dfanalytics,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-evaluate-data-frame,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-evaluate-data-frame,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/evaluate-dfanalytics.html,About evaluating data frame
execute-enrich-policy-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-enrich-execute-policy,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-enrich-execute-policy,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/execute-enrich-policy-api.html,About running an enrich policy
execute-watch,https://www.elastic.co/docs/explore-analyze/alerts-cases/watcher/execute-watch,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/watcher-api-execute-watch.html,More about executing a watch
expected-reciprocal,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-rank-eval#_expected_reciprocal_rank_err,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-rank-eval#_expected_reciprocal_rank_err,,About evaluating ranked search
explain-dfanalytics,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-explain-data-frame-analytics,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/explain-dfanalytics.html,About explaining data frame
explain-lifecycle-state,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/explain-lifecycle,[use-doc-url],,About explaining lifecycle state
evaluate-ranked-search-results,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/search-rank-eval,[use-doc-url],,More about ranking evaluation
fail-processor,https://www.elastic.co/docs/reference/enrich-processor/fail-processor,[use-doc-url],,More about the fail processor
features-reset,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-features-reset-features,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/reset-features-api.html,More about resetting the features
field-and-document-access-control,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/controlling-access-at-document-field-level,[use-doc-url],,More about controlling access
field-usage-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-field-usage-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/field-usage-stats.html,More about field usage stats
filter-search-results,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/filter-search-results,[use-doc-url],,About filtering search results
find-field-structure,https://www.elastic.co/docs/api/doc/elasticsearch/group/endpoint-text_structure,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/text-structure-apis.html,More about the text structure
find-message-structure,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-text-structure-find-message-structure,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/find-message-structure.html,About finding the structure of
find-structure,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-text-structure-find-structure,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/find-structure.html,About finding the structure of a
find-text-structure-examples,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/find-text-structure-examples,[use-doc-url],,About finding text structure API
fingerprint-processor,https://www.elastic.co/docs/reference/enrich-processor/fingerprint-processor,[use-doc-url],,About the fingerprint processor
fleet-multi-search,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-fleet-msearch,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/fleet-multi-search.html,About running multiple Fleet
fleet-search,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-fleet-search,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/fleet-search.html,More about running a Fleet search
foreach-processor,https://www.elastic.co/docs/reference/enrich-processor/foreach-processor,[use-doc-url],,More about the foreach processor
fuzziness,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/common-options#fuzziness,[use-doc-url],,About Elasticsearch API common
gap-policy,https://www.elastic.co/docs/reference/aggregations/pipeline#gap-policy,[use-doc-url],,More about pipelines gap policy
geo-shape,https://www.elastic.co/docs/reference/elasticsearch/mapping-reference/geo-shape,[use-doc-url],,About the geo-shape field type
geo-grid-processor,https://www.elastic.co/docs/reference/enrich-processor/ingest-geo-grid-processor,[use-doc-url],,More about the geo-grid processor
geoip-delete-database,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-delete-geoip-database,,,About deleting GeoIP database
geoip-get-database,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-get-geoip-database,,,About GeoIP database
geoip-put-database,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-put-geoip-database,,,Creating or updating GeoIP
geoip-processor,https://www.elastic.co/docs/reference/enrich-processor/geoip-processor,[use-doc-url],,More about the GeoIP processor
geoip-stats-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-geo-ip-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/geoip-stats-api.html,More about GeoIP statistics
get-basic-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-license-get-basic-status,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-basic-status.html,About the basic license status
get-dfanalytics-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-get-data-frame-analytics-stats,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-get-data-frame-analytics-stats,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-dfanalytics-stats.html,About data frame analytics job
get-dfanalytics,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-get-data-frame-analytics,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-get-data-frame-analytics,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-dfanalytics.html,About data frame analytics job
get-enrich-policy-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-enrich-get-policy,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-enrich-get-policy,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-enrich-policy-api.html,More about an enrich policy
get-features-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-features-get-features,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-features-api.html,Learn more about the features
get-global-checkpoints,https://www.elastic.co/docs/api/doc/elasticsearch/group/endpoint-fleet,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/fleet-apis.html,Learn more about Fleet
get-license,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-license-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-license-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-license.html,More about license information
get-ml-info,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-info,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-ml-info.html,About machine learning
get-node-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-get-node-stats,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-get-node-stats,,Learn more about node stats
get-pipeline-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-get-pipeline,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ingest-get-pipeline,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-pipeline-api.html,Learn more about pipelines
get-repositories-metering-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-nodes-get-repositories-metering-info,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-repositories-metering-api.html,About cluster repositories
get-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-get-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-get-synonym-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-synonym-rule.html,More about a synonym rule
get-synonyms-set,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-get-synonym,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-get-synonym,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-synonyms-set.html,Learn more about a synonym set
get-trained-models-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-get-trained-models-stats,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-get-trained-models-stats,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-trained-models-stats.html,About trained models usage info
get-trained-models,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-get-trained-models,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-get-trained-models,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-trained-models.html,About trained model configuration
get-transform-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-get-transform-stats,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-get-transform-stats,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-transform-stats.html,More about transform stats
get-transform,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-get-transform,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-get-transform,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-transform.html,Learn more about transforms
get-trial-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-license-get-trial-status,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-trial-status.html,More about the trial status
googlevertexai-locations,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/locations,[use-doc-url],,About deployments and endpoints
googlevertexai-models,https://cloud.google.com/vertex-ai/generative-ai/docs/model-reference/text-embeddings-api,[use-doc-url],,More about text embeddings API
googlevertexai-output-dimensionality,https://cloud.google.com/vertex-ai/generative-ai/docs/embeddings/get-text-embeddings,[use-doc-url],,More about text embeddings
googlevertexai-thinking,https://ai.google.dev/gemini-api/docs/thinking#set-budget,[use-doc-url],,More about Gemini thinking
googleaistudio-models,https://ai.google.dev/gemini-api/docs/models,[use-doc-url],,Learn more about Gemini models
graph,https://www.elastic.co/docs/explore-analyze/visualize/graph,[use-doc-url],,Learn more about graphs
graph-explore-api,https://www.elastic.co/docs/api/doc/elasticsearch/group/endpoint-graph,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/graph-explore-api.html,More about the graph explore API
grok,https://www.elastic.co/docs/explore-analyze/scripting/grok,[use-doc-url],,Learn more about Grok patterns
grok-processor,https://www.elastic.co/docs/reference/enrich-processor/grok-processor,[use-doc-url],,More about the Grok processor
groq-api-models,https://console.groq.com/docs/models,[use-doc-url],,Learn more about Groq models
groq-rate-limit,https://console.groq.com/docs/rate-limits,[use-doc-url],,More about Groq rate limit
gsub-processor,https://www.elastic.co/docs/reference/enrich-processor/gsub-processor,[use-doc-url],,More about the gsub processor
health-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-health-report,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/health-api.html,More about the cluster health
huggingface-chat-completion-interface,https://huggingface.co/docs/inference-providers/en/tasks/chat-completion#conversational-large-language-models-llms,[use-doc-url],,More about chat completion
huggingface-tokens,https://huggingface.co/settings/tokens,[use-doc-url],,Learn more about Hugging Face
ilm-delete-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-delete-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-delete-lifecycle.html,About deleting a lifecycle policy
ilm-explain-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-explain-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-explain-lifecycle.html,About explaining the lifecycle
ilm-get-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-get-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-get-lifecycle.html,More about lifecycle policies
ilm-get-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-get-status,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-get-status.html,More about the ILM status
ilm-index-lifecycle,https://www.elastic.co/docs/manage-data/lifecycle/index-lifecycle-management/index-lifecycle,[use-doc-url],,About index lifecycle management
ilm-migrate-to-data-tiers,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-migrate-to-data-tiers,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-migrate-to-data-tiers.html,About migrating to data tiers
ilm-move-to-step,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-move-to-step,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-move-to-step.html,About move to a lifecycle step
ilm-put-lifecycle,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-put-lifecycle,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-put-lifecycle.html,Creating or updating lifecycle
ilm-remove-policy,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-remove-policy,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-remove-policy.html,About remove policies from an
ilm-retry-policy,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-retry,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-retry-policy.html,More about retry a policy
ilm-start,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-start,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-start.html,About starting the ILM plugin
ilm-stop,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ilm-stop,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ilm-stop.html,About stopping the ILM plugin
important-settings,https://www.elastic.co/docs/deploy-manage/deploy/self-managed/important-settings-configuration,[use-doc-url],,About important settings
index-block-add,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-add-block,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-add-block,,More about adding an index block
index-block-remove,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-remove-block,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-remove-block,,More about remove an index block
index-modules-blocks,https://www.elastic.co/docs/reference/elasticsearch/index-settings/index-block,[use-doc-url],,Learn more about index blocks
index-modules-settings,https://www.elastic.co/docs/reference/elasticsearch/index-settings/index-modules,[use-doc-url],,More about general index settings
index-modules-slowlog-slowlog,https://www.elastic.co/docs/reference/elasticsearch/index-settings/slow-log#index-slow-log,[use-doc-url],,More about slow log settings
index-modules,https://www.elastic.co/docs/reference/elasticsearch/index-settings/index-modules,[use-doc-url],,More about general index settings
index,https://www.elastic.co/docs/get-started,[use-doc-url],,More about elastic fundamentals
indexing-buffer,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/indexing-buffer-settings,[use-doc-url],,About indexing buffer settings
index-modules-merge,https://www.elastic.co/docs/reference/elasticsearch/index-settings/merge,[use-doc-url],,More about merge settings
index-settings,https://www.elastic.co/docs/reference/elasticsearch/index-settings/,[use-doc-url],,More about index settings
index-templates,https://www.elastic.co/docs/manage-data/data-store/templates,[use-doc-url],,Learn more about templates
index-templates-exist,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-exists-index-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-exists-index-template,,About checking index templates
index-templates-put,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-index-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-index-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-put-template.html,Creating or updating index
index-templates-v1,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-template,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-templates-v1.html,Creating or updating legacy index
indices-aliases,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-update-aliases,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-update-aliases,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-aliases.html,Creating or updating alias
indices-aliases-exist,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-exists-alias,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-exists-alias,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-alias-exists.html,More about checking aliases
indices-analyze,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-analyze,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-analyze,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-analyze.html,About tokens from text analysis
indices-clearcache,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-clear-cache,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-clearcache.html,More about clearing the cache
indices-clone-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-clone,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-clone-index.html,More about clone an index
indices-close,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-close,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-close.html,More about closing an index
indices-component-template,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-cluster-put-component-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-cluster-put-component-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-component-template.html,Creating or updating component
indices-create-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-create-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-create-data-stream,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-create-data-stream.html,More about creating a data stream
indices-create-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-create,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-create,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-create-index.html,More about creating an index
indices-delete-alias,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-alias,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-delete-alias,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-delete-alias.html,More about deleting an alias
indices-delete-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-delete,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-delete-index.html,More about deleting indices
indices-delete-sample-configuration,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
indices-delete-template,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-index-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-delete-index-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-delete-template.html,About deleting an index template
indices-delete-template-v1,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-delete-template,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-delete-template-v1.html,About deleting a legacy index
indices-disk-usage,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-disk-usage,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-disk-usage.html,About analyze the index disk
indices-downsample-data-stream,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-downsample,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-downsample-data-stream.html,More about downsample an index
indices-exists,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-exists,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-exists,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-exists.html,More about checking indices
indices-flush,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-flush,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-flush.html,About flush data streams or
indices-forcemerge,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-forcemerge,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-forcemerge.html,More about forcing a merge
indices-get-alias,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-alias,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-alias,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-alias.html,Learn more about aliases
indices-get-all-sample-configuration,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
indices-get-data-stream-mappings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-stream-mappings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-data-stream-mappings,,More about data stream mappings
indices-get-data-stream-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-data-stream-settings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-data-stream-settings,,More about data stream settings
indices-get-field-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-mapping,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-mapping,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-field-mapping.html,More about mapping definitions
indices-get-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-index.html,More about index information
indices-get-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-mapping,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-mapping,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-field-mapping.html,More about mapping definitions
indices-get-sample,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
indices-get-sample-configuration,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
