doc_id,doc_url,doc_url_serverless,previous_version_doc_url,description
ml-jobs,https://www.elastic.co/guide/en/machine-learning/current/ml-jobs.html,[use-doc-url],,Learn more about running a job
ml-model-snapshots,https://www.elastic.co/docs/explore-analyze/machine-learning/anomaly-detection/ml-ad-run-jobs#ml-ad-model-snapshots,[use-doc-url],,Learn more about running a job
ml-open-job,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-open-job,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-open-job,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-open-job.html,About opening anomaly detection
ml-post-calendar-event,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-post-calendar-events,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-post-calendar-events,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-post-calendar-event.html,About adding scheduled events to
ml-post-data,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-post-data,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-post-data.html,About sending data to anomaly
ml-preview-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-preview-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-preview-datafeed,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-preview-datafeed.html,More about previewing a datafeed
ml-put-calendar-job,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-calendar-job,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-calendar-job,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-put-calendar-job.html,About adding anomaly detection
ml-put-calendar,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-calendar,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-calendar,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-put-calendar.html,More about creating a calendar
ml-put-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-datafeed,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-put-datafeed.html,More about creating a datafeed
ml-put-filter,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-filter,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-filter,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-put-filter.html,More about creating a filter
ml-put-job,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-job,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-job,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-put-job.html,About creating an anomaly
ml-regression-loss,https://www.elastic.co/docs/explore-analyze/machine-learning/data-frame-analytics/dfa-regression-lossfunction,[use-doc-url],,About loss functions for
ml-regression,https://www.elastic.co/docs/explore-analyze/machine-learning/data-frame-analytics/ml-dfa-regression,[use-doc-url],,About predicting numerical values
ml-reset-job,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-reset-job,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-reset-job,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-reset-job.html,About resetting an anomaly
ml-revert-snapshot,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-revert-model-snapshot,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-revert-snapshot.html,About reverting to a snapshot
ml-set-upgrade-mode,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-set-upgrade-mode,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-set-upgrade-mode.html,About setting upgrade_mode for ml
ml-settings,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/machine-learning-settings,[use-doc-url],,About machine learning settings
ml-start-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-start-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-start-datafeed,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-start-datafeed.html,More about starting datafeeds
ml-stop-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-stop-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-stop-datafeed,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-stop-datafeed.html,More about stopping datafeeds
ml-update-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-update-datafeed,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-update-datafeed,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-update-datafeed.html,More about updating datafeeds
ml-update-filter,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-update-filter,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-update-filter,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-update-filter.html,More about updating a filter
ml-update-job,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-update-job,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-update-job,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-update-job.html,About updating an anomaly
ml-update-snapshot,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-update-model-snapshot,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-update-snapshot.html,More about updating a snapshot
ml-upgrade-job-model-snapshot,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-upgrade-job-snapshot,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/ml-upgrade-job-model-snapshot.html,More about upgrading a snapshot
modules-cluster,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/cluster-level-shard-allocation-routing-settings,[use-doc-url],,About cluster-level shard
modules-cross-cluster-search,https://www.elastic.co/docs/solutions/search/cross-cluster-search,[use-doc-url],,More about cross-cluster search
modules-discovery-hosts-providers,https://www.elastic.co/docs/deploy-manage/distributed-architecture/discovery-cluster-formation/discovery-hosts-providers,[use-doc-url],,Learn more about discovery
modules-fielddata,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/field-data-cache-settings,[use-doc-url],,About field data cache settings
modules-gateway-dangling-indices,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/local-gateway,[use-doc-url],,Learn more about local gateway
modules-node,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/node-settings,[use-doc-url],,Learn more about node settings
modules-remote-clusters,https://www.elastic.co/docs/deploy-manage/remote-clusters/remote-clusters-self-managed,[use-doc-url],,About remote clusters on
modules-scripting,https://www.elastic.co/docs/explore-analyze/scripting,[use-doc-url],,Learn more about scripting
modules-snapshots,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore,[use-doc-url],,More about snapshot and restore
monitor-elasticsearch-cluster,https://www.elastic.co/docs/deploy-manage/monitor/cloud-health-perf,[use-doc-url],,About cloud deployment health and
multi-fields,https://www.elastic.co/docs/reference/elasticsearch/mapping-reference/multi-fields,[use-doc-url],,Learn more about fields
network-direction-processor,https://www.elastic.co/docs/reference/enrich-processor/network-direction-processor,[use-doc-url],,About network direction processor
node-roles,https://www.elastic.co/docs/reference/elasticsearch/configuration-reference/node-settings#node-roles,[use-doc-url],,Learn more about node settings
nodes-api-shutdown-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-shutdown-delete-node,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-shutdown.html,About distributed architecture
nodes-api-shutdown-status,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-shutdown-get-node,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-shutdown.html,About distributed architecture
nodes-api-shutdown,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-shutdown-put-node,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-shutdown.html,About distributed architecture
openai-api-keys,https://platform.openai.com/api-keys,[use-doc-url],,More about OpenAI platform
openai-models,https://platform.openai.com/docs/guides/embeddings/what-are-embeddings,[use-doc-url],,Learn more about OpenAI models
optimistic-concurrency,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/optimistic-concurrency-control,[use-doc-url],,About optimistic concurrency
paginate-search-results,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/paginate-search-results,[use-doc-url],,About paginating search results
painless-contexts,https://www.elastic.co/docs/reference/scripting-languages/painless/painless-contexts,[use-doc-url],,More about painless contexts
painless-execute-api,https://www.elastic.co/docs/reference/scripting-languages/painless/painless-api-examples,[use-doc-url],,More about painless execute API
pipeline-processor,https://www.elastic.co/docs/reference/enrich-processor/pipeline-processor,[use-doc-url],,More about pipeline processor
pki-realm,https://www.elastic.co/docs/deploy-manage/users-roles/cluster-or-deployment-auth/pki,[use-doc-url],,Learn more about pki
point-in-time-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-open-point-in-time,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-open-point-in-time,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/point-in-time-api.html,About opening a point in time API
prevalidate-node-removal,https://www.elastic.co/docs/api/doc/elasticsearch/group/endpoint-cluster,[use-doc-url],https://www.elastic.co/guide/en/elasticsearch/reference/8.19/cluster.html,Learn more about cluster
preview-dfanalytics,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-preview-data-frame-analytics,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-preview-data-frame-analytics,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/preview-dfanalytics.html,About previewing features used by
preview-transform,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-preview-transform,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-preview-transform,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/preview-transform.html,More about previewing a transform
project-tags,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-tags,[use-doc-url],,Learn more about tags
project-create-many-routing,,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-routing-create-many,,About managing project routing
project-create-routing,,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-routing-create,,About managing a project routing
project-delete-routing,,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-routing-delete,,About deleting project routing
project-get-many-routing,,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-routing-get-many,,About retrieving project routing
project-get-routing,,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-project-routing-get,,About retrieving a project
put-analytics-collection,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-search-application-put-behavioral-analytics,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-search-application-put-behavioral-analytics,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-analytics-collection.html,About creating a behavioral
put-dfanalytics,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-data-frame-analytics,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-data-frame-analytics,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-dfanalytics.html,About creating a data frame
put-enrich-policy-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-enrich-put-policy,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-enrich-put-policy,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-enrich-policy-api.html,About creating an enrich policy
put-pipeline-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ingest-put-pipeline,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ingest-put-pipeline,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-pipeline-api.html,More about managing a pipeline
put-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-put-synonym-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-put-synonym-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-synonym-rule.html,About managing a synonym rule
put-synonyms-set,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-synonyms-put-synonym,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-synonyms-put-synonym,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-synonyms-set.html,More about managing a synonym set
put-trained-model-definition-part,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-trained-model-definition-part,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-trained-model-definition-part,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-trained-model-definition-part.html,About creating part of a trained
put-trained-model-vocabulary,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-trained-model-vocabulary,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-trained-model-vocabulary,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-trained-model-vocabulary.html,About creating a trained model
put-trained-models-aliases,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-trained-model-alias,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-trained-model-alias,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-trained-models-aliases.html,Creating or updating trained
put-trained-models,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-put-trained-model,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-put-trained-model,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-trained-models.html,About creating a trained model
put-transform,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-transform-put-transform,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-transform-put-transform,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-transform.html,More about creating a transform
query-dsl-bool-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-bool-query,[use-doc-url],,More about the boolean query
query-dsl-boosting-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-boosting-query,[use-doc-url],,More about the boosting query
query-dsl-combined-fields-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-combined-fields-query,[use-doc-url],,More about combined fields
query-dsl-constant-score-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-constant-score-query,[use-doc-url],,More about constant score query
query-dsl-dis-max-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-dis-max-query,[use-doc-url],,About the disjunction max query
query-dsl-distance-feature-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-distance-feature-query,[use-doc-url],,About the distance feature query
query-dsl-exists-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-exists-query,[use-doc-url],,More about the exists query
query-dsl-function-score-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-function-score-query,[use-doc-url],,About the function score query
query-dsl-fuzzy-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-fuzzy-query,[use-doc-url],,More about the fuzzy query
query-dsl-geo-bounding-box-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-geo-bounding-box-query,[use-doc-url],,About the geo-bounding box query
query-dsl-geo-distance-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-geo-distance-query,[use-doc-url],,More about the geo-distance query
query-dsl-geo-polygon-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-geo-polygon-query,[use-doc-url],,More about the geo-polygon query
query-dsl-geo-shape-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-geo-shape-query,[use-doc-url],,More about the geo-shape query
query-dsl-has-child-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-has-child-query,[use-doc-url],,More about the has child query
query-dsl-has-parent-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-has-parent-query,[use-doc-url],,More about the has parent query
query-dsl-ids-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-ids-query,[use-doc-url],,Learn more about the ids query
query-dsl-intervals-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-intervals-query,[use-doc-url],,More about the intervals query
query-dsl-knn-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-knn-query,[use-doc-url],,Learn more about the kNN query
query-dsl-match-all-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-all-query,[use-doc-url],,More about the match all query
query-dsl-match-bool-prefix-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-bool-prefix-query,[use-doc-url],,About the match boolean prefix
query-dsl-match-none-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-all-query#query-dsl-match-none-query,[use-doc-url],,More about the match all query
query-dsl-match-query-phrase-prefix,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-query-phrase-prefix,[use-doc-url],,About the match phrase prefix
query-dsl-match-query-phrase,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-query-phrase,[use-doc-url],,More about the match phrase query
query-dsl-match-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-match-query,[use-doc-url],,More about the match query
query-dsl-minimum-should-match,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-minimum-should-match,[use-doc-url],,About the minimum_should_match
query-dsl-minimum-should-match,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-minimum-should-match,[use-doc-url],,About the minimum_should_match
query-dsl-mlt-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-mlt-query,[use-doc-url],,About the more_like_this query
query-dsl-multi-match-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-multi-match-query,[use-doc-url],,More about the multi-match query
query-dsl-multi-term-rewrite,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-multi-term-rewrite,[use-doc-url],,More about the rewrite parameter
query-dsl-nested-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-nested-query,[use-doc-url],,More about the nested query
query-dsl-parent-id-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-parent-id-query,[use-doc-url],,More about the parent id query
query-dsl-percolate-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-percolate-query,[use-doc-url],,More about the percolate query
query-dsl-pinned-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-pinned-query,[use-doc-url],,More about the pinned query
query-dsl-prefix-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-prefix-query,[use-doc-url],,More about the prefix query
query-dsl-query-string-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-query-string-query,[use-doc-url],,More about the query string query
query-dsl-range-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-range-query,[use-doc-url],,More about the range query
query-dsl-rank-feature-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-rank-feature-query,[use-doc-url],,More about the rank feature query
query-dsl-regexp-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-regexp-query,[use-doc-url],,More about the regexp query
query-dsl-rule-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-rule-query,[use-doc-url],,More about the rule query
query-dsl-script-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-script-query,[use-doc-url],,More about the script query
query-dsl-script-score-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-script-score-query,[use-doc-url],,More about the script score query
query-dsl-semantic-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-semantic-query,[use-doc-url],,More about the semantic query
query-dsl-shape-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-shape-query,[use-doc-url],,More about the shape query
query-dsl-simple-query-string-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-simple-query-string-query,[use-doc-url],,About the simple string query
query-dsl-span-containing-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-containing-query,[use-doc-url],,About the span containing query
query-dsl-span-field-masking-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-field-masking-query,[use-doc-url],,About the span field masking
query-dsl-span-first-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-first-query,[use-doc-url],,More about the span first query
query-dsl-span-multi-term-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-multi-term-query,[use-doc-url],,About the span multi-term query
query-dsl-span-near-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-near-query,[use-doc-url],,More about the span near query
query-dsl-span-not-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-not-query,[use-doc-url],,More about the span not query
query-dsl-span-or-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-or-query,[use-doc-url],,More about the span or query
query-dsl-span-term-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-term-query,[use-doc-url],,More about the span term query
query-dsl-span-within-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-span-within-query,[use-doc-url],,More about the span within query
query-dsl-sparse-vector-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-sparse-vector-query,[use-doc-url],,About the sparse vector query
query-dsl-term-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-term-query,[use-doc-url],,More about the term query
query-dsl-terms-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-terms-query,[use-doc-url],,More about the terms query
query-dsl-terms-set-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-terms-set-query,[use-doc-url],,More about the terms set query
query-dsl-text-expansion-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-text-expansion-query,[use-doc-url],,About the text expansion query
query-dsl-weighted-tokens-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-weighted-tokens-query,[use-doc-url],,About the weighted tokens query
query-dsl-wildcard-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-wildcard-query,[use-doc-url],,More about the wildcard query
query-dsl-wrapper-query,https://www.elastic.co/docs/reference/query-languages/query-dsl/query-dsl-wrapper-query,[use-doc-url],,More about the wrapper query
query-dsl,https://www.elastic.co/docs/explore-analyze/query-filter/languages/querydsl,[use-doc-url],,Learn more about query dsl
query-rule,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/searching-with-query-rules,[use-doc-url],,About the searching with query
query-rule-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-delete-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-delete-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-query-rule.html,More about deleting a query rule
query-rule-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-get-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-get-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-query-rule.html,Learn more about a query rule
query-rule-put,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-put-rule,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-put-rule,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-query-rule.html,Creating or updating query rule
query-ruleset-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-delete-ruleset,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-delete-ruleset,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-query-ruleset.html,About deleting a query ruleset
query-ruleset-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-get-ruleset,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-get-ruleset,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-query-ruleset.html,More about a query ruleset
query-ruleset-list,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-list-rulesets,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-list-rulesets,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/list-query-rulesets.html,More about all query rulesets
query-ruleset-put,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-put-ruleset,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-put-ruleset,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-query-ruleset.html,Creating or updating query
query-ruleset-test,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-query-rules-test,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-query-rules-test,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/test-query-ruleset.html,About testing a query ruleset
create-query-rule-from-ui,https://www.elastic.co/docs/solutions/search/query-rules-ui#create-a-query-rule,[use-doc-url],,About creating rules and rulesets
edit-query-rule-from-ui,https://www.elastic.co/docs/solutions/search/query-rules-ui#edit-a-rule,[use-doc-url],,About editing rules and rulesets
delete-query-rule-from-ui,https://www.elastic.co/docs/solutions/search/query-rules-ui#delete-a-rule,[use-doc-url],,About deleting a rule from the
list-query-rules-in-ui,https://www.elastic.co/docs/solutions/search/query-rules-ui#accessing-the-query-rules-ui,[use-doc-url],,About seeing rules and rulesets
delete-query-ruleset-from-ui,https://www.elastic.co/docs/solutions/search/query-rules-ui#delete-a-ruleset,[use-doc-url],,About deleting a ruleset from the
random_sample,https://www.elastic.co/docs/api/doc/elasticsearch/group/ingest-random-sampling,[use-doc-url],,Learn more about random_sample
realtime,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/docs-get.html,More about a document by its id
redact-processor,https://www.elastic.co/docs/reference/enrich-processor/redact-processor,[use-doc-url],,More about redact processor
refresh_an_index,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/refresh-parameter,[use-doc-url],,More about the refresh parameter
regexp-syntax,https://www.elastic.co/docs/reference/query-languages/query-dsl/regexp-syntax,[use-doc-url],,About the regular expression
register-repository,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore/self-managed,[use-doc-url],,About managing snapshot
registered-domain-processor,https://www.elastic.co/docs/reference/enrich-processor/registered-domain-processor,[use-doc-url],,About registered domain processor
reindex-indices,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/reindex-indices,[use-doc-url],,About reindexing indices examples
reindex_legacy_backing_indices,https://www.elastic.co/docs/reference/elasticsearch/rest-apis/reindex-data-stream,[use-doc-url],,About reindexing data streams
relevance-scores,https://www.elastic.co/docs/explore-analyze/query-filter/languages/querydsl#relevance-scores,[use-doc-url],,Learn more about query dsl
remove-processor,https://www.elastic.co/docs/reference/enrich-processor/remove-processor,[use-doc-url],,More about the remove processor
remote-clusters-api-key,https://www.elastic.co/docs/deploy-manage/remote-clusters/remote-clusters-api-key,[use-doc-url],,About adding remote clusters
rename-processor,https://www.elastic.co/docs/reference/enrich-processor/rename-processor,[use-doc-url],,More about the rename processor
repository-azure,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore/azure-repository,[use-doc-url],,More about Azure repository
repository-gcs,https://www.elastic.co/docs/deploy-manage/tools/snapshot-and-restore/google-cloud-storage-repository,[use-doc-url],,About Google cloud storage
